"CustomerID";"Recency";"Frequency";"Monetary"
13558;6;4;605.06
13559;513;2;990.0
13560;8;1;174.37
13561;216;11;1820.72
13562;82;8;4838.18
13563;85;2;777.53
13564;145;54;15786.72
13565;20;3;414.8
13566;41;5;1708.12
13567;429;5;1078.59
13568;174;1;192.85
13569;18;4;893.78
13570;244;1;239.49
13571;13;26;4546.54
13572;206;1;1384.25
13573;51;6;916.47
13574;412;1;421.25
13575;24;5;732.07
13576;11;32;11516.15
13577;26;14;3346.62
13578;410;1;147.66
13579;15;6;1535.84
13580;407;1;107.75
13581;310;2;280.53
13582;390;2;241.68
13583;156;2;1445.03
13584;307;5;347.15
13585;531;4;674.46
13586;542;1;131.53
13587;32;6;1308.1
13588;16;13;2445.12
13589;15;6;1120.74
13590;12;21;6298.29
13591;65;8;2081.19
13592;36;4;247.96
13593;109;16;5475.21
13594;53;3;508.42
13595;517;3;818.22
13596;6;2;697.04
13597;389;3;372.21
13598;48;6;776.84
13599;2;52;9790.34
13600;313;2;518.42
13601;46;4;1185.14
13602;65;4;1025.17
13603;27;1;164.34
13604;653;2;713.39
13605;388;2;522.67
13606;30;3;280.54
13607;41;3;1060.61
13608;541;1;236.2
13609;594;1;167.35
13610;13;17;2144.13
13611;90;14;3281.03
13612;519;2;777.79
13613;453;5;1039.85
13614;25;6;2359.19
13615;313;12;6212.23
13616;569;2;288.1
13617;41;9;1263.8
13618;174;1;177.34
13619;545;2;231.69
13620;529;1;112.34
13621;117;1;213.85
13622;689;2;651.45
13623;31;15;2446.36
13624;382;2;427.18
13625;597;1;301.26
13626;253;3;689.49
13627;60;10;2217.55
13628;677;1;310.14
13629;24;19;13370.86
13630;6;11;1995.68
13631;100;12;3021.77
13632;25;10;3634.7
13633;604;1;-306.66
13634;34;17;4519.55
13635;68;6;2948.22
13636;37;6;941.62
13637;53;3;810.5
13638;16;1;122.64
13639;75;2;1346.27
13640;612;1;405.0
13641;641;7;921.82
13642;216;5;501.97
13643;32;15;2112.17
13644;9;5;2597.52
13645;121;1;252.1
13646;400;3;323.3
13647;10;9;3063.78
13648;401;11;1679.01
13649;257;6;1678.88
13650;17;16;3098.5
13651;36;4;208.95
13652;46;5;2570.85
13653;488;1;152.2
13654;44;11;6308.0
13655;115;8;2259.3
13656;165;7;1053.35
13657;11;2;382.14
13658;10;13;5772.07
13659;198;17;4716.63
13660;396;2;303.69
13661;604;1;325.24
13662;86;17;2183.13
13663;180;6;2013.61
13664;683;1;-13.14
13665;387;3;1711.66
13666;61;5;127.9
13667;150;1;305.02
13668;3;47;12749.14
13669;51;3;413.55
13670;76;1;349.7
13671;395;1;194.95
13672;302;7;162.07
13673;19;2;396.92
13674;430;2;215.88
13675;152;2;486.82
13676;540;3;153.15
13677;405;2;556.19
13678;152;1;232.6
13679;494;3;281.26
13680;2;13;9915.56
13681;18;4;827.83
13682;188;1;59.5
13683;458;1;258.6
13684;286;6;546.52
13685;3;7;3119.44
13686;183;3;409.04
13687;439;1;11880.84
13688;636;1;375.5
13689;64;2;1259.5
13690;60;1;172.25
13691;397;1;212.78
13692;25;8;3016.45
13693;326;13;1948.32
13694;4;164;190825.52
13695;32;16;2770.73
13696;422;4;2008.7
13697;39;1;151.3
13698;597;2;465.53
13699;156;3;711.4
13700;27;14;2586.21
13701;438;2;159.55
13702;446;1;135.18
13703;319;3;99.5
13704;6;10;2295.31
13705;8;7;2035.33
13706;303;2;631.17
13707;268;5;3365.86
13708;272;1;296.88
13709;4;22;7512.81
13710;32;3;509.52
13711;219;15;1632.61
13712;247;2;766.42
13713;409;3;743.26
13714;466;1;161.35
13715;282;21;8438.34
13716;270;1;138.28
13717;33;11;1748.05
13718;247;2;306.55
13719;16;11;2815.25
13720;117;4;799.9
13721;37;2;741.54
13722;121;11;5629.16
13723;218;6;1209.2
13724;638;1;213.01
13725;50;11;1809.81
13726;39;2;1079.66
13727;29;9;1067.3
13728;37;16;2855.17
13729;436;5;676.43
13730;136;2;752.6
13731;220;2;610.59
13732;29;1;491.86
13733;411;3;484.53
13734;509;6;3451.29
13735;25;22;9472.81
13736;6;12;2715.01
13737;201;1;339.6
13738;397;1;440.93
13739;19;2;292.2
13740;241;5;1597.77
13741;72;4;666.33
13742;17;14;3102.42
13743;3;8;1340.15
13744;96;2;1156.36
13745;152;4;761.27
13746;414;1;176.69
13747;374;2;249.4
13748;96;9;2268.35
13749;702;1;-10.25
13750;54;13;3563.6
13751;289;1;296.25
13752;125;7;1590.73
13753;288;4;2094.57
13754;152;3;447.05
13755;4;10;2154.68
13756;3;25;9147.2
13757;675;1;195.55
13758;12;19;9263.14
13759;34;2;659.41
13760;55;6;1358.64
13761;51;6;1952.17
13762;205;6;2165.76
13763;64;6;5181.99
13764;71;6;2953.26
13765;654;1;352.82
13766;496;1;190.35
13767;3;96;35115.68
13768;564;8;758.07
13769;3;29;5766.63
13770;423;4;785.37
13771;65;10;5726.07
13772;34;9;3094.72
13773;397;2;301.54
13774;82;1;345.0
13775;591;1;1049.66
13776;429;8;-340.17
13777;1;73;56016.57
13778;104;5;1116.54
13779;516;1;161.13
13780;8;3;735.82
13781;251;4;770.88
13782;13;14;1785.77
13783;488;4;1542.09
13784;10;15;2897.18
13785;429;4;542.49
13786;368;8;2736.41
13787;76;9;1173.7
13788;506;1;3.75
13789;389;1;239.46
13790;5;1;348.8
13791;44;3;1047.68
13792;67;3;383.95
13793;647;1;96.0
13794;547;1;126.03
13795;389;4;836.3
13796;500;1;289.7
13797;437;4;1168.45
13798;2;125;73573.47
13799;117;13;2039.82
13800;310;3;1679.56
13801;67;1;324.8
13802;139;24;25491.56
13803;256;4;1319.11
13804;31;9;3208.52
13805;53;2;924.6
13806;64;1;256.38
13807;368;4;509.9
13808;6;5;1747.66
13809;306;3;679.7
13810;29;4;899.51
13811;184;4;591.75
13812;43;3;539.0
13813;40;12;2686.42
13814;57;5;2239.07
13815;23;10;7285.79
13816;24;4;555.04
13817;30;2;382.98
13818;430;1;61.28
13819;302;7;2631.1
13820;419;5;640.4
13821;145;7;1387.03
13822;6;2;632.0
13823;19;8;3358.55
13824;33;14;3273.36
13825;622;2;255.59
13826;159;2;174.65
13827;58;3;412.05
13828;23;1;209.49
13829;360;2;0.0
13830;575;2;135.95
13831;17;20;7009.18
13832;18;3;602.44
13833;160;2;701.36
13834;577;3;247.89
13835;26;8;1044.82
13836;400;3;602.52
13837;212;2;271.24
13838;6;10;1966.09
13839;487;1;139.95
13840;417;1;651.4
13841;253;1;85.0
13842;59;19;5604.96
13843;382;1;319.75
13844;12;1;361.62
13845;65;1;312.98
13846;25;5;1290.34
13847;720;1;310.72
13848;93;8;3335.0
13849;52;6;3443.8
13850;89;2;1586.81
13851;96;9;4516.76
13852;607;2;170.45
13853;9;2;1056.94
13854;9;45;12158.21
13855;501;5;1253.94
13856;169;15;1058.88
13857;394;7;997.11
13858;58;1;216.17
13859;327;2;515.86
13860;2;6;1240.0
13861;430;3;251.31
13862;19;11;2534.04
13863;246;6;1217.63
13864;387;1;662.4
13865;59;4;501.56
13866;75;1;145.67
13867;32;3;1015.29
13868;8;2;3192.54
13869;124;10;8111.57
13870;3;18;5689.84
13871;23;21;7804.95
13872;514;6;891.32
13873;120;9;1031.02
13874;359;10;1989.2
13875;54;14;4814.37
13876;64;1;122.7
13877;87;5;446.33
13878;55;4;2473.06
13879;646;1;395.5
13880;22;17;4391.66
13881;4;51;44392.5
13882;3;6;1131.28
13883;2;26;6342.74
13884;8;14;1852.38
13885;190;2;506.8
13886;72;1;243.56
13887;205;1;349.55
13888;120;7;2169.05
13889;93;8;1855.73
13890;2;22;2858.73
13891;379;3;863.56
13892;27;6;1267.65
13893;298;1;821.1
13894;23;5;535.97
13895;22;8;3923.62
13896;626;1;388.55
13897;51;3;1160.72
13898;326;2;686.4
13899;17;2;388.52
13900;184;7;1608.09
13901;73;20;5599.34
13902;633;8;30411.26
13903;401;1;165.45
13904;38;2;332.64
13905;572;3;244.45
13906;410;1;42.0
13907;692;1;136.8
13908;80;5;2347.05
13909;424;2;286.6
13910;444;1;-127.66
13911;58;22;4200.04
13912;424;1;124.95
13913;507;1;42.22
13914;4;3;613.95
13915;395;2;31.2
13916;464;5;1260.51
13917;50;2;272.04
13918;50;2;1212.84
13919;54;5;1326.03
13920;432;5;1734.88
13921;400;5;720.75
13922;352;5;824.7
13923;54;1;351.13
13924;2;11;1682.08
13925;37;6;616.65
13926;24;1;223.85
13927;75;3;689.96
13928;11;4;464.57
13929;170;14;3318.1
13930;58;2;337.34
13931;86;12;5250.78
13932;295;1;307.4
13933;110;2;608.79
13934;264;1;922.1
13935;597;3;6116.92
13936;172;4;924.36
13937;170;3;867.38
13938;36;1;71.66
13939;24;10;1533.66
13940;18;4;839.14
13941;22;17;10846.15
13942;535;1;320.0
13943;578;1;246.54
13944;654;1;200.43
13945;395;2;854.15
13946;80;7;1745.43
13947;66;1;90.6
13948;361;5;536.86
13949;3;6;2427.32
13950;12;5;728.56
13951;177;3;674.45
13952;212;17;12790.89
13953;8;12;6640.68
13954;2;3;378.59
13955;155;3;545.17
13956;6;5;1026.42
13957;418;3;458.25
13958;373;12;4402.33
13959;80;6;1076.18
13960;22;2;230.22
13961;386;2;498.7
13962;22;3;362.8
13963;309;18;2899.62
13964;388;3;421.9
13965;456;5;777.66
13966;436;1;390.86
13967;146;2;166.3
13968;424;1;123.66
13969;8;39;13212.77
13970;387;2;846.55
13971;9;18;4593.83
13972;71;2;190.25
13973;288;1;264.7
13974;50;4;663.52
13975;32;14;5327.29
13976;207;4;1192.36
13977;412;1;519.81
13978;15;2;196.79
13979;74;11;3326.83
13980;61;9;753.12
13981;401;2;327.39
13982;40;13;4418.79
13983;30;30;6993.41
13984;27;13;1616.12
13985;5;24;9982.31
13986;18;1;320.46
13987;380;2;682.54
13988;20;11;4708.64
13989;66;5;2026.06
13990;214;1;311.3
13991;13;7;850.63
13992;31;3;219.5
13993;33;24;6690.36
13994;4;6;2313.14
13995;16;18;3836.26
13996;387;2;895.76
13997;520;3;382.31
13998;447;3;566.7
13999;11;36;9438.01
14000;207;8;1877.59
14001;46;10;4517.34
14002;135;2;529.73
14003;733;1;209.41
14004;44;11;6258.45
14005;10;5;2874.72
14006;116;7;2196.67
14007;513;1;79.48
14008;376;2;493.74
14009;199;4;1090.23
14010;566;3;288.1
14011;481;3;451.92
14012;278;1;328.8
14013;111;6;1006.22
14014;78;3;1948.21
14015;53;1;917.34
14016;155;13;11379.71
14017;572;1;229.75
14018;646;1;367.15
14019;47;4;1398.96
14020;17;5;1213.26
14021;156;7;1716.58
14022;226;2;792.15
14023;8;2;584.07
14024;122;3;645.74
14025;465;10;3969.1
14026;471;2;713.11
14027;61;1;104.82
14028;499;5;3175.5
14029;64;2;467.66
14030;19;22;8145.59
14031;8;55;38025.97
14032;3;25;4786.07
14033;556;1;109.44
14034;23;4;512.02
14035;29;11;2852.47
14036;285;1;626.65
14037;177;7;755.95
14038;79;8;3000.93
14039;34;2;267.28
14040;41;42;12457.84
14041;267;1;141.41
14042;726;1;431.98
14043;492;3;301.3
14044;27;11;3106.15
14045;110;19;9660.63
14046;285;1;154.99
14047;9;19;4158.73
14048;278;4;713.89
14049;17;18;13064.03
14050;32;2;746.36
14051;1;42;22104.5
14052;20;2;480.81
14053;125;4;572.3
14054;66;1;92.46
14055;107;3;1520.96
14056;2;29;8124.4
14057;24;23;8338.28
14058;463;2;469.19
14059;267;1;183.6
14060;5;32;9503.14
14061;508;3;917.43
14062;10;27;25434.83
14063;431;13;-3767.2
14064;30;21;3039.75
14065;390;4;889.37
14066;267;1;152.55
14067;64;2;374.7
14068;321;5;1504.97
14069;515;2;230.06
14070;685;1;326.55
14071;4;9;1307.41
14072;667;1;390.85
14073;22;2;139.54
14074;624;1;219.4
14075;5;6;1734.87
14076;130;1;122.47
14077;41;6;615.08
14078;102;9;1692.63
14079;125;2;618.73
14080;33;6;1075.73
14081;268;16;5250.05
14082;365;2;413.36
14083;5;11;1407.26
14084;513;1;150.5
14085;3;34;10092.22
14086;463;1;39.95
14087;3;5;803.47
14088;11;20;62400.02
14089;57;1;161.0
14090;325;1;76.32
14091;655;2;9530.08
14092;8;27;7209.74
14093;13;1;442.85
14094;440;2;334.27
14095;723;1;2.95
14096;5;34;57120.91
14097;482;2;422.86
14098;37;1;147.35
14099;17;22;5700.51
14100;138;1;194.9
14101;74;14;9942.13
14102;6;8;1314.73
14104;155;5;771.58
14105;86;9;5703.98
14106;738;1;214.8
14107;52;13;4853.7
14108;31;5;1041.21
14109;24;2;80.2
14110;4;35;12957.6
14111;15;5;688.6
14112;23;27;5524.51
14113;4;31;6156.75
14114;274;7;1364.09
14115;502;2;622.67
14116;20;5;1382.74
14117;144;1;90.0
14118;429;1;458.45
14119;355;3;163.47
14120;431;1;-23.8
14121;4;6;2740.3
14122;395;5;309.77
14123;734;1;436.18
14124;85;1;419.58
14125;11;3;2740.43
14126;8;5;1109.96
14127;123;6;1900.08
14128;61;4;909.36
14129;2;9;2591.34
14130;320;4;1882.67
14131;649;1;187.87
14132;3;12;3580.13
14133;130;6;895.84
14134;383;15;11123.35
14135;2;25;9605.05
14136;401;7;1553.96
14137;682;2;294.1
14138;2;2;982.38
14139;47;4;1086.8
14140;4;3;920.05
14141;3;6;879.03
14142;374;4;967.75
14143;134;1;115.8
14144;487;1;30.6
14145;47;8;7006.05
14146;9;13;8208.87
14147;50;12;2019.3
14148;234;2;466.29
14149;213;3;259.43
14150;36;2;658.64
14151;674;3;666.7
14152;76;9;1975.44
14153;484;1;233.4
14154;240;10;6263.6
14155;267;1;118.75
14156;10;202;296564.69
14157;20;6;970.33
14158;41;1;507.66
14159;20;25;7571.88
14160;611;7;8421.47
14161;216;7;3318.88
14162;174;2;289.36
14163;88;5;2594.62
14164;71;2;1631.77
14165;276;1;122.54
14166;506;2;256.85
14167;40;8;1296.49
14168;421;3;305.9
14169;431;2;624.43
14170;376;3;597.33
14171;99;2;498.79
14172;606;4;389.97
14173;11;7;566.95
14174;34;1;134.46
14175;52;17;7350.44
14176;298;6;913.11
14177;85;14;2224.39
14178;9;7;1620.93
14179;41;2;719.78
14180;11;42;6110.75
14181;411;2;310.55
14182;444;5;660.07
14183;412;2;286.29
14184;67;1;452.89
14185;332;1;197.65
14186;428;5;1550.63
14187;474;1;123.5
14188;9;10;2018.91
14189;3;25;5764.62
14190;667;1;79.9
14191;2;17;4713.41
14192;389;1;293.74
14193;68;3;1210.19
14194;5;54;18442.87
14195;202;10;2381.24
14196;107;1;335.52
14197;411;1;390.05
14198;5;13;1527.58
14199;219;6;916.5
14200;618;1;379.2
14201;61;12;1134.14
14202;382;3;847.76
14203;398;1;339.34
14204;3;4;1062.96
14205;11;12;1908.38
14206;240;5;1145.21
14207;688;1;157.8
14208;95;2;567.05
14209;11;19;4937.37
14210;92;21;5814.32
14211;54;26;4301.69
14212;90;2;2190.14
14213;372;2;-1192.2
14214;31;7;1000.23
14215;12;10;3404.53
14216;4;6;2142.39
14217;2;33;3206.87
14218;43;1;169.48
14219;5;3;633.83
14220;248;4;1515.0
14221;43;19;6506.59
14222;178;1;683.17
14223;93;4;975.23
14224;111;9;1897.9
14225;435;5;2015.12
14226;29;9;2967.78
14227;27;22;6327.31
14228;438;3;745.5
14229;52;11;2468.99
14230;436;3;979.8
14231;180;6;1131.97
14232;32;8;2043.93
14233;44;10;2766.96
14234;23;4;775.46
14235;11;10;4666.99
14236;81;7;1732.74
14237;374;3;627.04
14238;327;3;434.23
14239;44;24;4203.72
14240;31;3;1247.49
14241;184;2;333.7
14242;235;2;280.55
14243;9;23;7365.36
14244;660;2;354.82
14245;177;5;1677.48
14246;111;3;1474.06
14247;279;6;769.71
14248;319;3;1032.95
14249;411;12;5625.46
14250;8;3;1904.05
14251;2;5;2879.7
14252;382;1;350.99
14253;494;2;363.4
14254;433;1;601.03
14255;547;4;-1441.6
14256;255;9;2397.34
14257;52;10;5942.0
14258;10;32;31027.35
14259;142;1;120.0
14260;472;3;824.28
14261;51;2;1163.45
14262;9;8;2618.23
14263;424;1;322.93
14264;155;8;1461.36
14265;110;4;1373.35
14266;429;1;40.56
14267;151;9;1259.19
14268;471;1;354.85
14269;436;2;261.68
14270;332;1;492.65
14271;226;2;219.13
14272;74;4;920.81
14273;52;4;559.97
14274;687;1;256.6
14275;396;6;1189.38
14276;89;13;1929.32
14277;16;14;4324.47
14278;410;1;205.83
14279;521;2;191.86
14280;197;1;134.04
14281;409;1;245.15
14282;4;26;7844.66
14283;464;4;628.44
14284;31;4;1282.85
14285;22;9;3158.64
14286;24;12;8396.7
14287;9;4;151.23
14288;213;2;413.85
14289;9;6;911.26
14290;12;14;4208.93
14291;2;25;7844.4
14292;8;27;8887.9
14293;4;10;3174.33
14294;408;1;375.34
14295;41;8;2316.06
14296;414;3;448.45
14297;18;6;1284.06
14298;4;84;90489.31
14299;9;41;12827.77
14300;19;1;43.2
14301;108;7;1956.23
14302;431;3;742.9
14303;408;2;277.94
14304;223;5;1523.81
14305;72;5;1803.76
14306;52;7;3141.5
14307;89;11;5063.08
14308;550;5;-849.45
14309;9;12;3747.96
14310;433;1;492.1
14311;226;3;435.9
14312;47;11;3090.29
14313;625;1;-302.31
14314;107;3;221.9
14315;22;10;3168.72
14316;423;6;1355.34
14317;65;1;508.58
14318;461;1;158.02
14319;425;2;476.95
14320;207;7;1204.12
14321;11;8;2198.58
14322;428;6;384.3
14323;115;4;574.26
14324;410;2;701.61
14325;570;1;245.48
14326;235;4;923.98
14327;164;6;1894.93
14328;431;3;-445.06
14329;9;28;9735.52
14330;624;1;200.63
14331;125;2;462.66
14332;23;5;1943.51
14333;65;2;351.45
14334;17;14;4292.98
14335;17;2;468.26
14336;17;4;1614.91
14337;732;1;-658.63
14338;159;5;894.1
14339;235;5;600.66
14340;219;1;134.7
14341;46;20;4443.47
14342;22;9;842.74
14343;422;4;1088.91
14344;128;20;3333.7
14345;39;1;108.98
14346;121;5;2315.75
14347;737;1;82.6
14348;261;1;409.57
14349;11;1;133.5
14350;271;4;947.8
14351;165;1;51.0
14352;158;4;1078.96
14353;216;3;376.5
14354;6;2;163.62
14355;366;3;1014.45
14356;61;4;666.94
14357;44;1;225.77
14358;390;3;384.3
14359;20;6;882.58
14360;32;4;2128.23
14361;579;1;214.71
14362;23;1;161.2
14363;403;2;227.47
14364;109;8;3717.35
14365;395;2;634.68
14366;526;1;136.0
14367;9;19;9167.82
14368;320;1;155.0
14369;643;2;469.13
14370;451;9;1092.13
14371;296;1;100.5
14372;444;3;830.18
14373;359;1;76.55
14374;542;1;108.0
14375;186;3;1132.99
14376;684;1;215.46
14377;192;2;617.05
14378;622;1;131.25
14379;45;4;1268.91
14380;604;2;-99.73
14381;53;2;631.34
14382;27;3;1240.85
14383;39;3;1247.69
14384;501;1;58.5
14385;10;3;202.11
14386;297;1;142.4
14387;33;3;1770.56
14388;9;20;6589.3
14389;9;11;1821.07
14390;11;18;6323.33
14391;577;1;135.6
14392;433;1;266.4
14393;219;1;67.95
14394;565;1;93.8
14395;3;24;8160.81
14396;66;7;2121.93
14397;1;23;2556.68
14398;402;2;707.79
14399;395;9;2098.16
14400;142;5;1703.0
14401;5;25;6703.4
14402;653;1;285.6
14403;131;9;1822.76
14404;34;15;2800.11
14405;387;1;195.0
14406;120;1;156.75
14407;108;9;2111.08
14408;11;11;4109.77
14409;72;10;3453.69
14410;16;17;2122.37
14411;311;1;1063.0
14412;36;4;1417.49
14413;363;4;770.37
14414;92;9;2387.48
14415;2;32;11915.13
14416;23;2;490.22
14417;388;1;604.2
14418;4;3;1937.25
14419;11;7;1260.91
14420;86;7;1627.72
14421;58;7;2456.62
14422;1;21;10200.92
14423;219;4;914.96
14424;18;1;322.08
14425;428;5;635.89
14426;19;27;11103.97
14427;51;4;1263.52
14428;8;7;1230.14
14429;404;1;516.28
14430;512;5;956.4
14431;299;5;2541.6
14432;10;6;2255.51
14433;466;1;289.6
14434;22;6;1372.8
14435;502;1;90.42
14436;99;2;271.7
14437;144;7;829.94
14438;307;1;131.9
14439;320;5;9443.04
14440;9;15;6526.83
14441;1;19;4361.59
14442;2;12;5272.02
14443;54;8;2351.58
14444;457;1;132.04
14445;456;1;221.65
14446;1;5;1241.31
14447;19;6;1711.73
14448;10;2;375.35
14449;19;8;2482.8
14450;181;7;1128.44
14451;61;18;3265.59
14452;11;4;665.59
14453;191;1;119.93
14454;377;6;970.7
14455;433;5;594.86
14456;6;14;3047.63
14457;311;1;113.64
14458;381;1;237.42
14459;156;3;5339.14
14460;111;12;919.6
14461;149;14;6697.6
14462;64;16;2231.89
14463;99;4;786.57
14464;569;2;111.0
14465;247;11;3946.03
14466;30;13;4646.9
14467;18;12;2220.99
14468;734;1;204.24
14469;417;4;2112.21
14470;12;3;712.04
14471;592;2;400.95
14472;104;9;2228.22
14473;75;2;234.34
14474;44;3;1268.13
14475;72;7;1025.12
14476;258;1;215.7
14477;20;10;1960.61
14478;383;4;1276.66
14479;254;4;1299.11
14480;12;5;1295.27
14481;165;6;1935.32
14482;19;14;4192.25
14483;150;3;249.2
14484;51;4;1070.98
14485;39;1;165.75
14486;512;2;175.5
14487;27;8;1428.11
14488;52;2;1047.43
14489;208;4;1574.93
14490;407;2;1273.47
14491;176;2;468.13
14492;431;10;1574.36
14493;8;14;5036.05
14494;26;3;401.46
14495;51;4;166.3
14496;312;10;2645.88
14497;302;3;679.16
14498;43;10;3911.27
14499;27;10;2120.62
14500;89;3;356.85
14501;65;3;190.31
14502;20;14;2351.02
14503;4;6;3543.26
14504;48;4;673.26
14505;18;27;11718.8
14506;18;7;3290.67
14507;24;14;3172.49
14508;23;6;856.09
14509;535;1;110.95
14510;376;4;991.98
14511;12;6;1267.41
14512;188;7;1223.47
14513;101;7;770.91
14514;62;10;4594.73
14515;18;15;3718.9
14516;517;1;163.92
14517;34;2;330.45
14518;65;1;174.37
14519;684;2;206.09
14520;2;2;270.6
14521;478;2;167.65
14522;25;8;1758.62
14523;109;1;241.09
14524;32;13;2933.71
14525;9;21;8129.81
14526;390;1;262.4
14527;3;190;25774.54
14528;38;1;364.22
14529;61;3;620.04
14530;26;19;6077.15
14531;480;1;376.34
14532;237;12;3846.43
14533;25;15;3185.12
14534;3;38;5786.42
14535;60;11;5872.63
14536;260;1;171.8
14537;58;3;635.45
14538;65;5;1370.84
14539;16;2;537.48
14540;10;12;3785.44
14541;59;14;2499.68
14542;186;1;103.25
14543;4;50;12194.01
14544;25;3;2982.43
14545;675;1;349.25
14546;5;20;5001.03
14547;4;9;3986.74
14548;151;9;2627.49
14549;312;4;916.55
14550;11;4;1353.31
14551;19;9;858.59
14552;152;3;511.28
14553;20;10;1816.04
14554;11;4;2381.04
14555;58;7;2306.48
14556;597;3;835.34
14557;65;2;0.0
14558;654;5;614.1
14559;391;1;75.6
14560;8;46;6050.44
14561;76;3;1080.76
14562;4;30;6363.85
14563;510;2;679.44
14564;428;5;2519.32
14565;96;7;3833.87
14566;111;4;4092.0
14567;36;3;1524.46
14568;425;2;909.5
14569;2;4;598.98
14570;281;3;613.75
14571;426;1;161.65
14572;4;15;5573.28
14573;180;17;2571.72
14574;733;1;143.7
14575;489;1;460.71
14576;373;1;70.8
14577;13;7;1374.25
14578;4;1;168.63
14579;433;1;105.56
14580;519;1;14.85
14581;17;2;433.8
14582;41;1;114.11
14583;6;8;1781.03
14584;170;9;1734.91
14585;51;5;1143.27
14586;228;3;134.16
14587;19;10;1598.24
14588;579;1;135.39
14589;372;1;79.5
14590;425;28;2884.29
14591;16;4;1447.14
14592;36;3;570.46
14593;22;18;3615.17
14594;8;2;634.83
14595;20;8;2164.45
14596;627;1;229.47
14597;12;6;2201.54
14598;45;3;221.97
14599;391;2;474.54
14600;306;2;865.17
14601;11;1;213.96
14602;657;1;205.36
14603;275;1;660.0
14604;634;1;143.86
14605;375;4;937.16
14606;2;259;30094.38
14607;16;27;18745.56
14608;5;12;3273.44
14609;73;11;1366.2
14610;396;2;24.35
14611;440;3;599.38
14612;416;1;877.7
14613;681;1;76.32
14614;387;1;295.13
14615;395;6;934.26
14616;243;5;527.78
14617;403;2;190.47
14618;10;9;1295.67
14619;240;3;1276.31
14620;205;3;393.28
14621;2;16;2878.27
14622;185;1;320.58
14623;33;12;2030.83
14624;58;6;814.07
14625;186;18;4391.53
14626;9;15;5374.77
14627;312;3;406.4
14628;92;5;1998.0
14629;5;3;939.21
14630;485;1;338.65
14631;51;7;2023.17
14632;263;1;114.56
14633;267;1;344.9
14634;438;7;1971.82
14635;454;1;215.22
14636;37;2;609.85
14637;678;1;106.68
14638;51;1;443.6
14639;53;11;4946.81
14640;16;16;3464.03
14641;22;1;110.46
14642;59;1;96.12
14643;171;6;1654.69
14644;10;12;2077.47
14645;157;4;840.24
14646;2;163;523342.07
14647;202;2;519.97
14648;404;19;4458.21
14649;5;11;3754.16
14650;590;1;62.5
14651;68;9;2034.12
14652;78;1;114.18
14653;2;12;3614.54
14654;739;1;246.86
14655;4;12;3829.23
14656;170;5;814.65
14657;18;7;1450.92
14658;6;2;247.15
14659;9;12;2456.53
14660;87;2;285.74
14661;27;1;107.95
14662;29;7;1416.33
14663;431;2;490.6
14664;20;2;637.89
14665;61;9;2172.33
14666;25;1;195.25
14667;11;61;21720.59
14668;446;1;111.63
14669;242;7;3243.93
14670;281;3;602.0
14671;550;2;1127.45
14672;235;4;1113.14
14673;4;7;3410.81
14674;510;1;173.66
14675;17;2;1066.9
14676;32;16;8285.49
14677;593;1;184.91
14678;572;2;386.44
14679;372;5;1270.4
14680;26;87;54801.34
14681;72;6;875.15
14682;188;6;1514.81
14683;589;1;146.56
14684;26;6;1468.55
14685;577;13;4324.31
14686;415;6;877.88
14687;107;3;1402.06
14688;8;34;7190.08
14689;209;1;112.8
14690;45;5;781.24
14691;31;5;2114.33
14692;138;13;1735.59
14693;265;8;1139.86
14694;618;1;244.31
14695;520;4;1552.57
14696;5;10;2758.67
14697;219;2;188.61
14698;2;5;1250.76
14699;215;4;702.6
14700;33;5;3116.26
14701;11;18;4498.94
14702;2;32;6695.72
14703;15;1;318.17
14704;12;11;1813.57
14705;199;1;179.0
14706;619;1;390.69
14707;436;2;139.2
14708;3;6;2182.58
14709;16;27;8866.48
14710;15;13;1922.59
14711;11;12;2838.2
14712;30;4;1328.07
14713;10;25;5372.47
14714;25;7;896.4
14715;25;8;1840.45
14716;44;3;565.45
14717;734;2;72.8
14718;411;1;226.42
14719;2;6;1592.18
14720;6;3;663.81
14721;380;1;115.77
14722;148;3;513.37
14723;11;11;2093.06
14724;591;1;345.25
14725;25;5;1264.84
14726;655;1;124.75
14727;275;4;291.13
14728;414;1;190.58
14729;374;3;907.38
14730;2;8;2005.06
14731;48;3;380.02
14732;9;24;5447.52
14733;10;18;16050.6
14734;417;5;1045.47
14735;4;59;11909.71
14736;486;2;401.08
14737;4;4;3554.17
14738;40;12;1763.64
14739;3;28;12269.57
14740;192;13;4068.86
14741;12;7;1897.59
14742;436;1;579.85
14743;593;1;50.48
14744;17;17;3821.02
14745;113;17;2491.46
14746;407;4;593.5
14747;248;2;294.3
14748;30;16;2672.25
14749;480;1;310.15
14750;737;1;112.03
14751;685;2;126.45
14752;44;1;389.64
14753;88;2;869.51
14754;45;7;1546.28
14755;10;30;9851.45
14756;16;4;2613.46
14757;76;1;420.5
14758;145;7;2864.97
14759;5;3;1625.97
14760;295;2;53.8
14761;59;3;447.92
14762;264;2;417.57
14763;733;1;-9.95
14764;44;2;250.55
14765;30;3;254.11
14766;9;14;6431.98
14767;475;1;382.81
14768;18;3;139.5
14769;3;21;15696.67
14770;233;9;3624.89
14771;606;3;579.92
14772;113;1;139.26
14773;589;2;125.7
14774;529;1;241.45
